,pkSeqID,stime,flgs,flgs_number,proto,proto_number,saddr,sport,daddr,dport,pkts,bytes,state,state_number,ltime,seq,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack,category,subcategory
1926821,3577082,1526348475.56796,0,1,3,3,14,5353,ff02::fb,13,1,107,2,4,1526348475.56796,9551,0.0,0.0,0.0,0.0,0.0,0.0,1,0,107,0,0.0,0.0,0.0,107,287,1,2,124664,4,0.0,0.0,2,1,0.0,0.0,2,1,0,1,1
1926822,3577083,1526348475.61116,0,1,3,3,6,5353,224.0.0.251,13,1,87,2,4,1526348475.61116,9552,0.0,0.0,0.0,0.0,0.0,0.0,1,0,87,0,0.0,0.0,0.0,827163,247,3640,2,124664,4,13.5111,0.0,2,23,0.0,0.0,2,1,0,1,1
1926823,3577084,1526348478.2042599,0,1,0,2,5,-1,192.168.100.1,0,6,360,0,2,1526349654.5274198,9555,1176.32312,0.00015800000000000002,2.6e-05,0.0004730000000000001,0.000123,0.000186,3,3,180,180,0.004251,0.0017,0.0017,1914,4176,16,54,78,78,0.0078297,0.0123136,12,4,0.0121071,0.0121071,48,10,0,1,1
1926824,3577085,1526348484.52837,0,1,3,3,3,40353,192.168.217.2,2,2,172,2,4,1526348487.02953,9557,2.5011650000000003,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399814,0.399814,0.0,28474,1548,84,18,124664,100,3.60888,0.799755,9,12,0.7996270000000001,0.0830786,18,4,0,1,1
1926825,3577086,1526348491.0303,0,1,3,3,3,41812,8.8.8.8,2,2,172,0,2,1526348491.0375,9562,0.007201999999999998,0.007201999999999998,0.0,0.007201999999999998,0.007201999999999998,0.007201999999999998,1,1,86,86,138.850327,0.0,0.0,28474,4932,84,42,124664,100,3.60888,21.6077,14,12,277.701,0.0830786,42,16,0,1,1
1926826,3577087,1526348490.56219,0,1,3,3,4,44061,192.168.217.2,2,2,172,2,4,1526348493.06319,9561,2.501002,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39984,0.39984,0.0,29056,1548,92,18,124664,100,2.26651,0.799755,9,14,0.7996800000000001,0.0830786,18,8,0,1,1
1926827,3577088,1526348494.83953,0,1,3,3,1,58421,8.8.8.8,2,4,602,0,2,1526348495.19733,10606,0.357798,0.288704,0.069088,0.5774090000000001,0.219617,0.357792,2,2,164,438,8.384619,166666.65625,7.236885000000001,18854,4932,41,42,124664,100,3.4797,21.6077,14,6,11.1795,0.0830786,42,8,0,1,1
1926828,3577089,1526348495.19756,0,1,2,1,1,51128,52.11.124.117,8,29,17608,1,6,1526348496.02045,10608,0.822892,0.822892,0.0,0.822892,0.822892,0.822892,15,14,7007,10601,34.026337,17.013168,15.797942,18854,73874,41,123,142005,308,35.2416,30.407,4,6,35.2416,0.748857,123,29,0,1,1
1926829,3577090,1526348493.7236302,0,1,3,3,2,46841,192.168.217.2,2,2,172,2,4,1526348496.22476,10605,2.501129,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399819,0.399819,0.0,31525,1548,86,18,124664,100,2.83284,0.799755,9,10,0.799639,0.0830786,18,4,0,1,1
1926830,3577091,1526348497.0638402,0,1,3,3,4,51145,8.8.8.8,2,2,172,0,2,1526348497.07106,10612,0.007220999999999998,0.007220999999999998,0.0,0.007220999999999998,0.007220999999999998,0.007220999999999998,1,1,86,86,138.48498500000002,0.0,0.0,29056,4932,92,42,124664,100,2.26651,21.6077,14,14,276.97,0.0830786,42,16,0,1,1
1926831,3577092,1526348498.83127,0,1,0,2,2,-1,192.168.100.1,0,10,600,0,2,1526349287.31087,11629,788.479614,0.000126,3.3e-05,0.000628,7.3e-05,0.000165,5,5,300,300,0.011414,0.005072999999999999,0.005072999999999999,31525,4176,86,54,78,78,0.0152192,0.0123136,12,10,0.0121071,0.0121071,48,12,0,1,1
1926832,3577093,1526348497.60448,0,1,3,3,3,36033,192.168.217.2,2,2,172,2,4,1526348500.10546,11613,2.500983,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399843,0.399843,0.0,28474,1548,84,18,124664,100,3.60888,0.799755,9,12,0.799686,0.0830786,18,4,0,1,1
1926833,3577094,1526348500.22574,0,1,3,3,2,58134,8.8.8.8,2,2,172,0,2,1526348500.23292,11631,0.007183,0.007183,0.0,0.007183,0.007183,0.007183,1,1,86,86,139.21759,0.0,0.0,31525,4932,86,42,124664,100,2.83284,21.6077,14,10,278.435,0.0830786,42,12,0,1,1
1926834,3577095,1526348497.97299,0,1,3,3,1,60454,192.168.217.2,2,2,172,2,4,1526348500.47409,11615,2.501104,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399823,0.399823,0.0,18854,1548,41,18,124664,100,3.4797,0.799755,9,6,0.799647,0.0830786,18,2,0,1,1
1926835,3577096,1526348502.56217,0,1,3,3,4,54036,192.168.217.2,2,2,172,2,4,1526348505.06341,12685,2.501241,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399802,0.399802,0.0,29056,1548,92,18,124664,100,2.26651,0.799755,9,14,0.799603,0.0830786,18,8,0,1,1
1926836,3577097,1526348504.10635,0,1,3,3,3,55957,8.8.8.8,2,2,172,0,2,1526348504.11416,12689,0.007815,0.007815,0.0,0.007815,0.007815,0.007815,1,1,86,86,127.959061,0.0,0.0,28474,4932,84,42,124664,100,3.60888,21.6077,14,12,255.918,0.0830786,42,16,0,1,1
1926837,3577098,1526348504.4749599,0,1,3,3,1,45699,8.8.8.8,2,2,172,0,2,1526348504.48239,12718,0.0074319999999999985,0.0074319999999999985,0.0,0.0074319999999999985,0.0074319999999999985,0.0074319999999999985,1,1,86,86,134.55328400000002,0.0,0.0,18854,4932,41,42,124664,100,3.4797,21.6077,14,6,269.107,0.0830786,42,8,0,1,1
1926838,3577099,1526348509.0641901,0,1,3,3,4,34969,8.8.8.8,2,2,172,0,2,1526348509.0715802,13778,0.007383,0.007383,0.0,0.007383,0.007383,0.007383,1,1,86,86,135.44628899999998,0.0,0.0,29056,4932,92,42,124664,100,2.26651,21.6077,14,14,270.893,0.0830786,42,16,0,1,1
1926839,3577100,1526348507.2114902,0,1,3,3,2,33232,192.168.217.2,2,2,172,2,4,1526348509.71166,13769,2.500164,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399974,0.399974,0.0,31525,1548,86,18,124664,100,2.83284,0.799755,9,10,0.799948,0.0830786,18,4,0,1,1
1926840,3577101,1526348512.69783,0,1,3,3,18,5353,ff02::fb,13,1,107,2,4,1526348512.69783,13896,0.0,0.0,0.0,0.0,0.0,0.0,1,0,107,0,0.0,0.0,0.0,107,417,1,3,123687,24,0.0,0.0,3,1,0.0,0.0,3,1,0,1,1
1926841,3577102,1526348512.6980698,0,1,3,3,9,5353,224.0.0.251,13,1,87,2,4,1526348512.6980698,13897,0.0,0.0,0.0,0.0,0.0,0.0,1,0,87,0,0.0,0.0,0.0,18129932,1799,20937,21,123687,24,0.0,0.0,21,3,0.0,0.0,21,1,0,1,1
1926842,3577103,1526348510.6411,0,1,3,3,1,49347,192.168.217.2,2,2,172,2,4,1526348513.1422,13849,2.501101,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399824,0.399824,0.0,11304,3096,62,36,123687,93,2.3567400000000003,0.799779,18,18,0.7996479999999999,1.7780599999999998,36,14,0,1,1
1926843,3577104,1526348513.7116802,0,1,3,3,2,43346,8.8.8.8,2,2,172,0,2,1526348513.71907,13905,0.007396,0.007396,0.0,0.007396,0.007396,0.007396,1,1,86,86,135.208221,0.0,0.0,2047,3536,24,40,123687,93,2.37931,127.647,19,14,270.416,1.7780599999999998,40,12,0,1,1
1926844,3577105,1526348517.14309,0,1,3,3,1,51510,8.8.8.8,2,2,172,0,2,1526348517.15035,14025,0.007261,0.007261,0.0,0.007261,0.007261,0.007261,1,1,86,86,137.722076,0.0,0.0,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,275.444,1.7780599999999998,40,16,0,1,1
1926845,3577106,1526348526.29279,0,1,3,3,4,8612,192.168.100.255,17,2,120,2,4,1526348526.30289,14263,0.010097,0.010097,0.0,0.010097,0.010097,0.010097,2,0,120,0,99.039322,99.039322,0.0,2337,2369,29,12,123687,4,2.8710000000000004,0.00509471,4,18,198.768,198.758,12,19,0,1,1
1926846,3577107,1526348526.2928,0,1,3,3,4,8612,192.168.100.255,16,2,120,2,4,1526348526.3029,14264,0.0101,0.0101,0.0,0.0101,0.0101,0.0101,2,0,120,0,99.009903,99.009903,0.0,2337,2369,29,12,123687,4,2.8710000000000004,0.00509471,4,18,198.768,198.778,12,19,0,1,1
1926847,3577108,1526348526.2928698,0,1,3,3,13,8612,ff02::1,17,2,156,2,4,1526348526.3029,14265,0.010028,0.010028,0.0,0.010028,0.010028,0.010028,2,0,156,0,99.720779,99.720779,0.0,312,312,4,4,123687,4,199.491,199.491,2,2,198.768,198.758,4,4,0,1,1
1926848,3577109,1526348526.29288,0,1,3,3,13,8612,ff02::1,16,2,156,2,4,1526348526.3029099,14266,0.010023,0.010023,0.0,0.010023,0.010023,0.010023,2,0,156,0,99.770531,99.770531,0.0,312,312,4,4,123687,4,199.491,199.491,2,2,198.768,198.778,4,4,0,1,1
1926849,3577110,1526348527.85179,0,1,3,3,4,58122,255.255.255.255,11,1,60,2,4,1526348527.85179,14279,0.0,0.0,0.0,0.0,0.0,0.0,1,0,60,0,0.0,0.0,0.0,2337,139,29,2,123687,1,2.8710000000000004,0.0,2,18,0.0,0.0,2,19,0,1,1
1926850,3577111,1526348528.899,0,1,3,3,4,42549,255.255.255.255,10,1,79,2,4,1526348528.899,14292,0.0,0.0,0.0,0.0,0.0,0.0,1,0,79,0,0.0,0.0,0.0,2337,139,29,2,123687,1,2.8710000000000004,0.0,2,18,0.0,0.0,2,19,0,1,1
1926851,3577112,1526348545.92685,0,1,3,3,1,57554,8.8.8.8,2,4,440,0,2,1526348546.10696,14452,0.180107,0.162408,0.017699,0.324816,0.144709,0.180107,2,2,162,278,16.656765,250000.0,28.253374,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,22.209,1.7780599999999998,40,16,0,1,1
1926852,3577113,1526348546.10715,0,1,2,1,1,48186,52.201.147.106,8,26,8285,1,6,1526348547.87358,14456,1.7664259999999998,1.7664259999999998,0.0,1.7664259999999998,1.7664259999999998,1.7664259999999998,13,13,1646,6639,14.152872,6.793378,6.793378,11304,8285,62,26,140717,346,14.719,14.719,1,18,14.719,1.25076,26,26,0,1,1
1926853,3577114,1526348717.05266,0,1,3,3,7,5353,224.0.0.251,13,1,87,2,4,1526348717.05266,16036,0.0,0.0,0.0,0.0,0.0,0.0,1,0,87,0,0.0,0.0,0.0,292200,1799,307,21,123687,24,1.86682,0.0,21,7,0.0,0.0,21,1,0,1,1
1926854,3577115,1526348717.05276,0,1,3,3,20,5353,ff02::fb,13,1,107,2,4,1526348717.05276,16037,0.0,0.0,0.0,0.0,0.0,0.0,1,0,107,0,0.0,0.0,0.0,107,417,1,3,123687,24,0.0,0.0,3,1,0.0,0.0,3,1,0,1,1
1926855,3577116,1526348805.6797302,0,1,0,2,0,-1,192.168.100.4,0,2,102,0,2,1526348805.67975,16858,2.2e-05,2.2e-05,0.0,2.2e-05,2.2e-05,2.2e-05,1,1,60,42,45454.546875,0.0,0.0,462,782,8,12,30,30,0.00668331,90909.1,2,3,0.0087071,0.0087071,2,8,0,1,1
1926856,3577117,1526348804.87182,0,1,3,3,7,60001,192.168.100.1,2,9,1074,0,2,1526348811.08001,16848,6.208192,0.161776,0.323125,0.808879,0.0,0.808025,5,4,380,694,1.28862,0.644334,0.555538,292200,2424,307,23,123687,93,1.86682,1.7713900000000002,4,7,1.4497,1.7780599999999998,11,11,0,1,1
1926857,3577118,1526348809.94436,0,1,0,2,7,-1,192.168.100.1,0,6,306,0,2,1526349385.6925302,16903,575.7481690000002,0.000212,1.8e-05,0.0006349999999999999,0.000187,0.000226,3,3,126,180,0.008684,0.003474,0.003474,292200,2424,307,23,30,30,0.00788343,0.0151014,4,7,0.0087071,0.0087071,12,16,0,1,1
1926858,3577119,1526348809.87289,0,1,2,1,7,37642,91.189.92.40,8,27,7261,4,1,1526348861.36258,16900,51.489693,0.607061,0.450007,1.821182,0.2888,1.243466,15,12,1677,5584,0.504955,0.271899,0.213635,292200,290043,307,279,140717,346,2.69568,2.69568,2,7,0.5243770000000001,1.25076,279,279,0,1,1
1926859,3577120,1526348811.08028,0,1,2,1,7,37644,91.189.92.40,8,252,282782,4,1,1526348863.08959,16915,52.009312,0.952354,0.947639,2.857061,0.280803,2.292517,60,192,4673,278109,4.826059,1.134412,3.672419,292200,290043,307,279,140717,346,2.69568,2.69568,2,7,4.84529,1.25076,279,279,0,1,1
1926860,3577121,1526348907.20291,0,1,0,2,0,-1,192.168.100.3,0,2,120,0,2,1526348907.20293,17793,2e-05,2e-05,0.0,2e-05,2e-05,2e-05,1,1,60,60,50000.0,0.0,0.0,462,92682875,8,121862,30,30,0.00668331,0.00501249,7,3,0.0087071,0.0087071,6,8,0,1,1
1926861,3577122,1526348988.06485,0,1,3,3,5,68,192.168.100.1,3,2,684,0,2,1526348988.06646,18542,0.001609,0.001609,0.0,0.001609,0.001609,0.001609,1,1,342,342,621.5040280000002,0.0,0.0,867,2424,3,23,123687,2,1864.51,1.7713900000000002,4,2,1243.01,1243.01,11,2,0,1,1
1926862,3577123,1526349103.16994,0,1,3,3,4,51525,192.168.217.2,2,2,172,2,4,1526349105.67013,19422,2.500187,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39997,0.39997,0.0,2337,3096,29,36,123687,93,2.8710000000000004,0.799779,18,18,0.79994,1.7780599999999998,36,19,0,1,1
1926863,3577124,1526349109.67013,0,1,3,3,4,48574,8.8.8.8,2,2,172,0,2,1526349109.6773,19483,0.0071709999999999986,0.0071709999999999986,0.0,0.0071709999999999986,0.0071709999999999986,0.0071709999999999986,1,1,86,86,139.45056200000002,0.0,0.0,2337,3536,29,40,123687,93,2.8710000000000004,127.647,19,18,278.901,1.7780599999999998,40,10,0,1,1
1926864,3577125,1526349114.58042,0,1,3,3,3,43314,192.168.217.2,2,2,172,2,4,1526349117.08154,20427,2.501116,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399822,0.399822,0.0,1950,3096,23,36,123687,93,1.83515,0.799779,18,14,0.799643,1.7780599999999998,36,15,0,1,1
1926865,3577126,1526349121.0824199,0,1,3,3,3,49994,8.8.8.8,2,2,172,0,2,1526349121.0895,20493,0.007081999999999998,0.007081999999999998,0.0,0.007081999999999998,0.007081999999999998,0.007081999999999998,1,1,86,86,141.203049,0.0,0.0,1950,3536,23,40,123687,93,1.83515,127.647,19,14,282.406,1.7780599999999998,40,8,0,1,1
1926866,3577127,1526349121.9633696,0,1,3,3,2,35930,192.168.217.2,2,2,172,2,4,1526349124.46438,21432,2.501011,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399838,0.399838,0.0,2047,3096,24,36,123687,93,2.37931,0.799779,18,14,0.7996770000000001,1.7780599999999998,36,12,0,1,1
1926867,3577128,1526349128.46558,0,1,3,3,2,56344,8.8.8.8,2,2,172,0,2,1526349128.47294,21458,0.007356999999999998,0.007356999999999998,0.0,0.007356999999999998,0.007356999999999998,0.007356999999999998,1,1,86,86,135.924973,0.0,0.0,2047,3536,24,40,123687,93,2.37931,127.647,19,14,271.85,1.7780599999999998,40,12,0,1,1
1926868,3577129,1526349137.01305,0,1,3,3,1,38514,192.168.217.2,2,2,172,2,4,1526349139.51297,22453,2.499924,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.400012,0.400012,0.0,11304,3096,62,36,123687,93,2.3567400000000003,0.799779,18,18,0.800024,1.7780599999999998,36,14,0,1,1
1926869,3577130,1526349142.0806,0,1,0,2,1,-1,192.168.100.1,0,6,360,0,2,1526349360.96039,22461,218.879776,0.00013000000000000002,1.9e-05,0.00039,0.000106,0.000152,3,3,180,180,0.022844,0.009137,0.009137,11304,2424,62,23,30,30,0.0274123,0.0151014,4,18,0.0087071,0.0087071,12,6,0,1,1
1926870,3577131,1526349143.51299,0,1,3,3,1,40684,8.8.8.8,2,2,172,0,2,1526349143.52104,22462,0.008054,0.008054,0.0,0.008054,0.008054,0.008054,1,1,86,86,124.161903,0.0,0.0,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,248.324,1.7780599999999998,40,16,0,1,1
1926871,3577132,1526349159.74458,0,1,1,5,15,133,ff02::2,1,1,70,3,8,1526349159.74458,23484,0.0,0.0,0.0,0.0,0.0,0.0,1,0,70,0,0.0,0.0,0.0,70,70,1,1,1,20882,0.0,0.0,1,1,0.0,0.0,1,1,0,1,1
1926872,3577133,1526349172.8976,0,1,3,3,4,37178,192.168.217.2,2,2,172,2,4,1526349175.3984401,23486,2.500849,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399864,0.399864,0.0,2337,3096,29,36,123687,93,2.8710000000000004,0.799779,18,18,0.799728,1.7780599999999998,36,19,0,1,1
1926873,3577134,1526349174.5883696,0,1,3,3,3,56469,192.168.217.2,2,2,172,2,4,1526349177.0895,23492,2.501134,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399819,0.399819,0.0,1950,3096,23,36,123687,93,1.83515,0.799779,18,14,0.799637,1.7780599999999998,36,15,0,1,1
1926874,3577135,1526349177.9249802,0,1,3,3,1,38275,192.168.217.2,2,2,172,2,4,1526349180.4258199,23527,2.50084,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399866,0.399866,0.0,11304,3096,62,36,123687,93,2.3567400000000003,0.799779,18,18,0.7997310000000001,1.7780599999999998,36,14,0,1,1
1926875,3577136,1526349176.2474,0,1,3,3,2,37551,192.168.217.2,2,2,172,2,4,1526349178.7472801,23513,2.499885,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.400018,0.400018,0.0,2047,3096,24,36,123687,93,2.37931,0.799779,18,14,0.800037,1.7780599999999998,36,12,0,1,1
1926876,3577137,1526349179.40009,0,1,3,3,4,34222,8.8.8.8,2,2,172,0,2,1526349179.40681,23543,0.006721,0.006721,0.0,0.006721,0.006721,0.006721,1,1,86,86,148.787384,0.0,0.0,2337,3536,29,40,123687,93,2.8710000000000004,127.647,19,18,297.575,1.7780599999999998,40,10,0,1,1
1926877,3577138,1526349181.09035,0,1,3,3,3,43017,8.8.8.8,2,2,172,0,2,1526349181.09777,24543,0.0074189999999999985,0.0074189999999999985,0.0,0.0074189999999999985,0.0074189999999999985,0.0074189999999999985,1,1,86,86,134.789062,0.0,0.0,1950,3536,23,40,123687,93,1.83515,127.647,19,14,269.578,1.7780599999999998,40,8,0,1,1
1926878,3577139,1526349182.7474198,0,1,3,3,2,56727,8.8.8.8,2,2,172,0,2,1526349182.75475,25534,0.00733,0.00733,0.0,0.00733,0.00733,0.00733,1,1,86,86,136.425644,0.0,0.0,2047,3536,24,40,123687,93,2.37931,127.647,19,14,272.851,1.7780599999999998,40,12,0,1,1
1926879,3577140,1526349184.42664,0,1,3,3,1,51507,8.8.8.8,2,2,172,0,2,1526349184.43438,26529,0.007745,0.007745,0.0,0.007745,0.007745,0.007745,1,1,86,86,129.115555,0.0,0.0,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,258.231,1.7780599999999998,40,16,0,1,1
1926880,3577141,1526349184.8618,0,1,3,3,4,59372,192.168.217.2,2,2,172,2,4,1526349187.36286,27518,2.501061,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39983,0.39983,0.0,2337,3096,29,36,123687,93,2.8710000000000004,0.799779,18,18,0.799661,1.7780599999999998,36,19,0,1,1
1926881,3577142,1526349186.60425,0,1,3,3,3,34540,192.168.217.2,2,2,172,2,4,1526349189.10524,27531,2.500994,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399841,0.399841,0.0,1950,3096,23,36,123687,93,1.83515,0.799779,18,14,0.799682,1.7780599999999998,36,15,0,1,1
1926882,3577143,1526349189.95284,0,1,3,3,1,35587,192.168.217.2,2,2,172,2,4,1526349192.45395,27539,2.501106,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399823,0.399823,0.0,11304,3096,62,36,123687,93,2.3567400000000003,0.799779,18,18,0.799646,1.7780599999999998,36,14,0,1,1
1926883,3577144,1526349188.2032301,0,1,3,3,2,55575,192.168.217.2,2,2,172,2,4,1526349190.70326,27535,2.500026,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399996,0.399996,0.0,2047,3096,24,36,123687,93,2.37931,0.799779,18,14,0.799992,1.7780599999999998,36,12,0,1,1
1926884,3577145,1526349191.3636801,0,1,3,3,4,57850,8.8.8.8,2,2,172,0,2,1526349191.37101,27541,0.007326000000000002,0.007326000000000002,0.0,0.007326000000000002,0.007326000000000002,0.007326000000000002,1,1,86,86,136.50013700000002,0.0,0.0,2337,3536,29,40,123687,93,2.8710000000000004,127.647,19,18,273.0,1.7780599999999998,40,10,0,1,1
1926885,3577146,1526349193.10605,0,1,3,3,3,54809,8.8.8.8,2,2,172,0,2,1526349193.11326,28592,0.0072060000000000015,0.0072060000000000015,0.0,0.0072060000000000015,0.0072060000000000015,0.0072060000000000015,1,1,86,86,138.773239,0.0,0.0,1950,3536,23,40,123687,93,1.83515,127.647,19,14,277.546,1.7780599999999998,40,8,0,1,1
1926886,3577147,1526349194.7030802,0,1,3,3,2,34894,8.8.8.8,2,2,172,0,2,1526349194.71102,29634,0.007931,0.007931,0.0,0.007931,0.007931,0.007931,1,1,86,86,126.087509,0.0,0.0,2047,3536,24,40,123687,93,2.37931,127.647,19,14,252.175,1.7780599999999998,40,12,0,1,1
1926887,3577148,1526349196.45479,0,1,3,3,1,44499,8.8.8.8,2,2,172,0,2,1526349196.46213,30657,0.0073370000000000015,0.0073370000000000015,0.0,0.0073370000000000015,0.0073370000000000015,0.0073370000000000015,1,1,86,86,136.295486,0.0,0.0,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,272.591,1.7780599999999998,40,16,0,1,1
1926888,3577149,1526349198.50578,0,1,3,3,4,35242,192.168.217.2,2,2,172,2,4,1526349201.00673,31699,2.500951,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399848,0.399848,0.0,2337,3096,29,36,123687,93,2.8710000000000004,0.799779,18,18,0.799696,1.7780599999999998,36,19,0,1,1
1926889,3577150,1526349198.7601,0,1,3,3,3,41747,192.168.217.2,2,2,172,2,4,1526349201.26105,31701,2.500954,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399847,0.399847,0.0,1950,3096,23,36,123687,93,1.83515,0.799779,18,14,0.7996949999999999,1.7780599999999998,36,15,0,1,1
1926890,3577151,1526349200.1792,0,1,3,3,2,55337,192.168.217.2,2,2,172,2,4,1526349202.67925,31703,2.500053,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399992,0.399992,0.0,2047,3096,24,36,123687,93,2.37931,0.799779,18,14,0.799983,1.7780599999999998,36,12,0,1,1
1926891,3577152,1526349205.0076199,0,1,3,3,4,36951,8.8.8.8,2,2,172,0,2,1526349205.01553,31709,0.007909000000000001,0.007909000000000001,0.0,0.007909000000000001,0.007909000000000001,0.007909000000000001,1,1,86,86,126.438232,0.0,0.0,2337,3536,29,40,123687,93,2.8710000000000004,127.647,19,18,252.876,1.7780599999999998,40,10,0,1,1
1926892,3577153,1526349205.26174,0,1,3,3,3,54806,8.8.8.8,2,2,172,0,2,1526349205.26875,31738,0.007011,0.007011,0.0,0.007011,0.007011,0.007011,1,1,86,86,142.633011,0.0,0.0,1950,3536,23,40,123687,93,1.83515,127.647,19,14,285.266,1.7780599999999998,40,8,0,1,1
1926893,3577154,1526349202.78484,0,1,3,3,1,50739,192.168.217.2,2,2,172,2,4,1526349205.28601,31708,2.501166,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399814,0.399814,0.0,11304,3096,62,36,123687,93,2.3567400000000003,0.799779,18,18,0.7996270000000001,1.7780599999999998,36,14,0,1,1
1926894,3577155,1526349206.6790302,0,1,3,3,2,43043,8.8.8.8,2,2,172,0,2,1526349206.68655,31803,0.007515000000000002,0.007515000000000002,0.0,0.007515000000000002,0.007515000000000002,0.007515000000000002,1,1,86,86,133.0672,0.0,0.0,2047,3536,24,40,123687,93,2.37931,127.647,19,14,266.134,1.7780599999999998,40,12,0,1,1
1926895,3577156,1526349209.28678,0,1,3,3,1,40191,8.8.8.8,2,2,172,0,2,1526349209.29427,31872,0.007486,0.007486,0.0,0.007486,0.007486,0.007486,1,1,86,86,133.58268700000002,0.0,0.0,11304,3536,62,40,123687,93,2.3567400000000003,127.647,19,18,267.165,1.7780599999999998,40,16,0,1,1
1926896,3577157,1526349282.1800401,0,1,3,3,2,41936,27.124.125.250,5,2,180,0,2,1526349282.22849,32809,0.048447,0.048447,0.0,0.048447,0.048447,0.048447,1,1,90,90,20.641111,0.0,0.0,2047,360,24,4,123687,8,2.37931,41.20399999999999,2,14,41.2822,24.6715,4,12,0,1,1
1926897,3577158,1526349282.99928,0,1,3,3,5,5353,224.0.0.251,13,1,183,2,4,1526349282.99928,32816,0.0,0.0,0.0,0.0,0.0,0.0,1,0,183,0,0.0,0.0,0.0,867,1799,3,21,123687,24,1864.51,0.0,21,2,0.0,0.0,21,1,0,1,1
1926898,3577159,1526349283.3533301,0,1,3,3,4,41729,27.124.125.250,5,2,180,0,2,1526349283.40197,32819,0.048631,0.048631,0.0,0.048631,0.048631,0.048631,1,1,90,90,20.563015,0.0,0.0,2337,360,29,4,123687,8,2.8710000000000004,41.20399999999999,2,18,41.12600000000001,24.6715,4,10,0,1,1
1926899,3577160,1526349283.41203,0,1,3,3,19,5353,ff02::fb,13,1,203,2,4,1526349283.41203,32820,0.0,0.0,0.0,0.0,0.0,0.0,1,0,203,0,0.0,0.0,0.0,203,417,1,3,123687,24,0.0,0.0,3,1,0.0,0.0,3,1,0,1,1
1926900,3577161,1526349355.89048,0,1,3,3,1,36708,129.250.35.250,5,2,180,0,2,1526349355.8978,33492,0.0073209999999999985,0.0073209999999999985,0.0,0.0073209999999999985,0.0073209999999999985,0.0073209999999999985,1,1,90,90,136.593353,0.0,0.0,11304,180,62,2,123687,8,2.3567400000000003,273.187,1,18,273.187,24.6715,2,16,0,1,1
1926901,3577162,1526349322.86859,0,1,2,1,9,49859,192.168.100.3,12,55,11668,0,2,1526349366.00081,33188,43.132221,1.86859,1.893185,5.60577,0.208133,4.517715,28,27,2981,8687,1.251964,0.6259819999999999,0.602798,18129932,92682875,20937,121862,140717,55,11.703,19.4508,7,3,1.27515,1.27515,102714,20936,0,1,1
1926902,3577163,1526349380.46576,0,1,3,3,7,40253,91.189.91.157,5,2,180,0,2,1526349380.6856198,33724,0.219862,0.219862,0.0,0.219862,0.219862,0.219862,1,1,90,90,4.548307,0.0,0.0,292200,180,307,2,123687,8,1.86682,9.09661,1,7,9.09661,24.6715,2,11,0,1,1
1926903,3577164,1526349836.85258,0,1,2,1,6,59552,13.55.154.73,18,2846,685083,0,2,1526351580.04776,41,1743.19519,4.225939,1.368135,1428.36731,0.006303,4.9999980000000015,1423,1423,591165,93918,1.632061,0.815743,0.815743,696048,685083,2895,2846,140717,2846,1.50792,1.63263,1,6,1.63263,1.63263,2846,2846,0,1,1
